anio_mes,municipio_residencia,grupo_diagnostico,genero_paciente,regimen_atencion,rango_edad,total_casos
2024-10,PEREIRA,Diarrea Y Gastroenteritis De Presunto Origen Infeccioso,MASCULINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Dislexia Y Otras Disfunciones Simbolicas No Clasificadas En Otra Parte,MASCULINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Dolor Abdominal Y Pelvico,FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Dolor No Clasificadas En Otra Parte,FEMENINO,CONTRIBUTIVO,29-59,5
2024-10,PEREIRA,Dolor No Clasificadas En Otra Parte,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,29-59,8
2024-10,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,CONTRIBUTIVO,60+,2
2024-10,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,Dolor No Clasificadas En Otra Parte,MASCULINO,SUBSIDIADO,60+,2
2024-10,PEREIRA,Dolor Y Otras Afecciones Relacionadas Con Los Organos Genitales Femeninos Y Con El Ciclo Menstrual,FEMENINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,Dolor Y Otras Afecciones Relacionadas Con Los Organos Genitales Femeninos Y Con El Ciclo Menstrual,FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Dolor Y Otras Afecciones Relacionadas Con Los Organos Genitales Femeninos Y Con El Ciclo Menstrual,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,ESQUIZOFRENIA RESIDUAL,FEMENINO,CONTRIBUTIVO,60+,2
2024-10,PEREIRA,ESQUIZOFRENIA RESIDUAL,FEMENINO,OTRO,60+,1
2024-10,PEREIRA,ESQUIZOFRENIA RESIDUAL,FEMENINO,SUBSIDIADO,60+,5
2024-10,PEREIRA,ESQUIZOFRENIA RESIDUAL,MASCULINO,OTRO,60+,1
2024-10,PEREIRA,ESQUIZOFRENIA RESIDUAL,MASCULINO,SUBSIDIADO,60+,2
2024-10,PEREIRA,Efecto Toxico De Otras Sustancias Y Las No Especificadas,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Efectos Adversos No Clasificados En Otra Parte,MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Enfermedad De Alzheimer,FEMENINO,SUBSIDIADO,60+,2
2024-10,PEREIRA,Enfermedad De Alzheimer,MASCULINO,SUBSIDIADO,60+,1
2024-10,PEREIRA,Enfermedad De Parkinson,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,"Enfermedad Por Virus De La Inmunodeficiencia Humana [ Vih ], Sin Otra Especificacion",FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,"Envenenamiento Autoinflingido Intencionalmente Por, Y Exposicion A Otros Productos Quimicos Y Sustancias Nocivas Y Los No Especificados",FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Epilepsia,FEMENINO,SUBSIDIADO,29-59,3
2024-10,PEREIRA,Epilepsia,FEMENINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Epilepsia,FEMENINO,SUBSIDIADO,60+,1
2024-10,PEREIRA,Epilepsia,MASCULINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,Epilepsia,MASCULINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,Epilepsia,MASCULINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,12-17,1
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,18-28,2
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,29-59,13
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,CONTRIBUTIVO,60+,9
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,OTRO,12-17,1
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,12-17,7
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,18-28,3
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,29-59,14
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Episodio Depresivo,FEMENINO,SUBSIDIADO,60+,11
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,12-17,2
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,29-59,2
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,6-11,1
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,CONTRIBUTIVO,60+,1
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,OTRO,18-28,1
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,OTRO,29-59,2
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,PARTICULAR,12-17,1
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,12-17,4
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,29-59,5
2024-10,PEREIRA,Episodio Depresivo,MASCULINO,SUBSIDIADO,60+,5
2024-10,PEREIRA,Esquizofrenia,FEMENINO,CONTRIBUTIVO,29-59,2
2024-10,PEREIRA,Esquizofrenia,FEMENINO,SUBSIDIADO,18-28,3
2024-10,PEREIRA,Esquizofrenia,FEMENINO,SUBSIDIADO,29-59,18
2024-10,PEREIRA,Esquizofrenia,FEMENINO,SUBSIDIADO,60+,8
2024-10,PEREIRA,Esquizofrenia,MASCULINO,CONTRIBUTIVO,18-28,2
2024-10,PEREIRA,Esquizofrenia,MASCULINO,CONTRIBUTIVO,29-59,2
2024-10,PEREIRA,Esquizofrenia,MASCULINO,OTRO,29-59,7
2024-10,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,18-28,12
2024-10,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,29-59,46
2024-10,PEREIRA,Esquizofrenia,MASCULINO,SUBSIDIADO,60+,9
2024-10,PEREIRA,Examen De Pesquisa Especial Para Enfermedades Infecciosas Y Parasitarias,MASCULINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,CONTRIBUTIVO,12-17,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,CONTRIBUTIVO,29-59,2
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,29-59,5
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,FEMENINO,SUBSIDIADO,60+,5
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,CONTRIBUTIVO,60+,2
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,OTRO,12-17,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,OTRO,60+,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,12-17,3
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Examen De Pesquisa Especial Para Otras Enfermedades Y Trastornos,MASCULINO,SUBSIDIADO,60+,2
2024-10,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,SUBSIDIADO,60+,2
2024-10,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,SUBSIDIADO,0-5,1
2024-10,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,Examen General E Investigacion De Personas Sin Quejas O Sin Diagnostico Informado,MASCULINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Falta Del Desarrollo Fisiologico Normal Esperado,MASCULINO,SUBSIDIADO,0-5,1
2024-10,PEREIRA,Gastritis Y Duodenitis,MASCULINO,OTRO,29-59,1
2024-10,PEREIRA,Gastritis Y Duodenitis,MASCULINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Herpes Zoster,FEMENINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Hipertension Esencial (Primaria),MASCULINO,OTRO,29-59,1
2024-10,PEREIRA,Hipoacusia Conductiva Y Neurosensorial,MASCULINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Historia Personal De Algunas Otras Enfermedades,FEMENINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,Historia Personal De Algunas Otras Enfermedades,FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Historia Personal De Algunas Otras Enfermedades,MASCULINO,OTRO,12-17,1
2024-10,PEREIRA,Historia Personal De Algunas Otras Enfermedades,MASCULINO,OTRO,18-28,1
2024-10,PEREIRA,Historia Personal De Algunas Otras Enfermedades,MASCULINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,Historia Personal De Factores De Riesgo No Clasificadas En Otra Parte,FEMENINO,CONTRIBUTIVO,18-28,2
2024-10,PEREIRA,Historia Personal De Factores De Riesgo No Clasificadas En Otra Parte,FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Historia Personal De Factores De Riesgo No Clasificadas En Otra Parte,FEMENINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Historia Personal De Factores De Riesgo No Clasificadas En Otra Parte,MASCULINO,SUBSIDIADO,12-17,3
2024-10,PEREIRA,Insuficiencia Renal Cronica,MASCULINO,OTRO,29-59,1
2024-10,PEREIRA,Malestar Y Fatiga,MASCULINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,Mareo Y Desvanecimiento,FEMENINO,CONTRIBUTIVO,60+,1
2024-10,PEREIRA,Negligencia Y Abandono,FEMENINO,SUBSIDIADO,0-5,1
2024-10,PEREIRA,Neumonia Bacteriana No Clasificada En Otra Parte,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Neumonia Organismo No Especificado,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Obesidad,FEMENINO,OTRO,29-59,1
2024-10,PEREIRA,Obesidad,FEMENINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Obesidad,FEMENINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,Osteoporosis Con Fractura Patologica,FEMENINO,CONTRIBUTIVO,60+,1
2024-10,PEREIRA,Otitis Externa,MASCULINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Otras Enfermedades Inflamatorias De La Vagina Y De La Vulva,FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Otras Hipoacusias,MASCULINO,OTRO,29-59,1
2024-10,PEREIRA,Otros Examenes Especiales Personas Sin Quejas O Sin Diagnostico Informado,FEMENINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,Otros Sindromes De Maltrato,MASCULINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Otros Sindromes De Maltrato,MASCULINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Otros Sintomas Y Signos Generales,FEMENINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Otros Sintomas Y Signos Generales,MASCULINO,SUBSIDIADO,0-5,2
2024-10,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,FEMENINO,CONTRIBUTIVO,60+,1
2024-10,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,FEMENINO,SUBSIDIADO,60+,2
2024-10,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,MASCULINO,SUBSIDIADO,18-28,2
2024-10,PEREIRA,Otros Sintomas Y Signos Que Involucran La Funcion Cognoscitiva Y La Conciencia,MASCULINO,SUBSIDIADO,60+,3
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,12-17,3
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,18-28,10
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,29-59,39
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,CONTRIBUTIVO,60+,19
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,OTRO,12-17,3
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,OTRO,29-59,8
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,OTRO,60+,4
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,PARTICULAR,18-28,1
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,12-17,14
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,18-28,22
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,29-59,65
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Otros Trastornos De Ansiedad,FEMENINO,SUBSIDIADO,60+,42
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,12-17,1
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,18-28,3
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,29-59,17
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,CONTRIBUTIVO,60+,8
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,OTRO,18-28,1
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,OTRO,29-59,7
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,OTRO,60+,2
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,12-17,7
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,18-28,7
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,29-59,14
2024-10,PEREIRA,Otros Trastornos De Ansiedad,MASCULINO,SUBSIDIADO,60+,13
2024-10,PEREIRA,Otros Trastornos De La Personalidad Y Del Comportamiento En Adultos,MASCULINO,OTRO,29-59,1
2024-10,PEREIRA,Otros Trastornos De Los Tejidos Blandos No Clasificados En Otra Parte,FEMENINO,CONTRIBUTIVO,29-59,2
2024-10,PEREIRA,Otros Trastornos De Los Tejidos Blandos No Clasificados En Otra Parte,FEMENINO,SUBSIDIADO,60+,1
2024-10,PEREIRA,Otros Trastornos Del Humor [ Afectivos ],FEMENINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,Otros Trastornos Del Humor [ Afectivos ],FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,CONTRIBUTIVO,12-17,6
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,12-17,32
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,FEMENINO,SUBSIDIADO,6-11,4
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,CONTRIBUTIVO,12-17,1
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,CONTRIBUTIVO,6-11,1
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,SUBSIDIADO,12-17,15
2024-10,PEREIRA,Otros Trastornos Emocionales Y Del Comportamiento Que Aparecen Habitualmente En La Ninez Y En La Adolescencia,MASCULINO,SUBSIDIADO,6-11,6
2024-10,PEREIRA,Otros Trastornos Extrapiramidales Y Del Movimiento,FEMENINO,SUBSIDIADO,60+,1
2024-10,PEREIRA,Otros Trastornos Funcionales Del Intestino,FEMENINO,OTRO,29-59,1
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,CONTRIBUTIVO,60+,2
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,OTRO,18-28,2
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,OTRO,60+,2
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",FEMENINO,SUBSIDIADO,60+,4
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,CONTRIBUTIVO,29-59,3
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,CONTRIBUTIVO,60+,2
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,OTRO,29-59,1
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,OTRO,60+,1
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica",MASCULINO,SUBSIDIADO,60+,6
2024-10,PEREIRA,Otros Trastornos Psicoticos De Origen No Organico,FEMENINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Persona En Contacto Con Los Servicios De Salud Por Otras Circunstancias,FEMENINO,SUBSIDIADO,0-5,1
2024-10,PEREIRA,"Persona En Contacto Con Los Servicios De Salud Por Otras Consultas Y Consejos Medicos, No Clasificados En Otra Parte",MASCULINO,OTRO,29-59,9
2024-10,PEREIRA,"Persona En Contacto Con Los Servicios De Salud Por Otras Consultas Y Consejos Medicos, No Clasificados En Otra Parte",MASCULINO,SUBSIDIADO,18-28,2
2024-10,PEREIRA,"Persona En Contacto Con Los Servicios De Salud Por Otras Consultas Y Consejos Medicos, No Clasificados En Otra Parte",MASCULINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,"Persona En Contacto Con Los Servicios De Salud Por Otras Consultas Y Consejos Medicos, No Clasificados En Otra Parte",MASCULINO,VINCULADO,29-59,1
2024-10,PEREIRA,Problemas Relacionados Con Dificultades Con El Modo De Vida,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Problemas Relacionados Con Dificultades Con El Modo De Vida,MASCULINO,OTRO,29-59,1
2024-10,PEREIRA,Problemas Relacionados Con Dificultades Con El Modo De Vida,MASCULINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Problemas Relacionados Con Dificultades Con El Modo De Vida,MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Problemas Relacionados Con Dificultades Con El Modo De Vida,MASCULINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,FEMENINO,OTRO,29-59,1
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,FEMENINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,FEMENINO,SUBSIDIADO,29-59,4
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,FEMENINO,SUBSIDIADO,60+,3
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,MASCULINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,MASCULINO,OTRO,18-28,1
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,MASCULINO,SUBSIDIADO,0-5,1
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,MASCULINO,SUBSIDIADO,12-17,3
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,MASCULINO,SUBSIDIADO,29-59,3
2024-10,PEREIRA,Problemas Relacionados Con El Ambiente Social,MASCULINO,SUBSIDIADO,60+,2
2024-10,PEREIRA,Problemas Relacionados Con El Empleo Y El Desempleo,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,Problemas Relacionados Con El Estilo De Vida,FEMENINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,"Problemas Relacionados Con El Grupo Primario De Apoyo, Inclusive Circunstancias Familiares",FEMENINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,"Problemas Relacionados Con El Grupo Primario De Apoyo, Inclusive Circunstancias Familiares",FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,"Problemas Relacionados Con El Grupo Primario De Apoyo, Inclusive Circunstancias Familiares",FEMENINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,"Problemas Relacionados Con El Grupo Primario De Apoyo, Inclusive Circunstancias Familiares",MASCULINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,"Problemas Relacionados Con El Grupo Primario De Apoyo, Inclusive Circunstancias Familiares",MASCULINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,"Problemas Relacionados Con El Grupo Primario De Apoyo, Inclusive Circunstancias Familiares",MASCULINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,"Problemas Relacionados Con El Grupo Primario De Apoyo, Inclusive Circunstancias Familiares",MASCULINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Problemas Relacionados Con Hechos Negativos En La Ninez,FEMENINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,Problemas Relacionados Con Hechos Negativos En La Ninez,MASCULINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,Problemas Relacionados Con Hechos Negativos En La Ninez,MASCULINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Problemas Relacionados Con La Educacion Y La Alfabetizacion,FEMENINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,Problemas Relacionados Con La Educacion Y La Alfabetizacion,FEMENINO,SUBSIDIADO,12-17,2
2024-10,PEREIRA,Problemas Relacionados Con La Educacion Y La Alfabetizacion,MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Problemas Relacionados Con Otras Circunstancias Psicosociales,MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,Problemas Relacionados Con Otras Circunstancias Psicosociales,MASCULINO,SUBSIDIADO,29-59,1
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",FEMENINO,CONTRIBUTIVO,12-17,1
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",FEMENINO,SUBSIDIADO,12-17,1
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",FEMENINO,SUBSIDIADO,29-59,2
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",FEMENINO,SUBSIDIADO,60+,1
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",MASCULINO,CONTRIBUTIVO,29-59,1
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",MASCULINO,SUBSIDIADO,18-28,1
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",MASCULINO,SUBSIDIADO,29-59,3
2024-10,PEREIRA,"Psicosis De Origen No Organico, No Especificada",MASCULINO,SUBSIDIADO,60+,1
2024-10,PEREIRA,Quemaduras Clasificadas Segun La Extension De La Superficie Del Cuerpo Afectada,FEMENINO,SUBSIDIADO,6-11,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,12-17,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,18-28,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,29-59,10
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,CONTRIBUTIVO,60+,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,OTRO,12-17,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,OTRO,18-28,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,OTRO,29-59,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,OTRO,60+,1
2024-10,PEREIRA,Reaccion Al Estres Grave Y Trastornos De Adaptacion,FEMENINO,SUBSIDIADO,0-5,2
